12.0,21.2,42.1,27.3,7.4,63.9
11.8,19.5,38.6,26.6,7.2,60.6
13.6,20.4,39.9,25.1,7.4,63.4
11.9,22.9,46.7,24.8,7.5,65.4
10.8,29.0,56.8,22.3,7.8,65.9
12.6,35.0,93.9,14.0,8.0,63.3
20.1,38.7,115.4,13.8,8.9,32.0
23.4,39.4,118.8,12.7,9.1,32.8
16.9,37.4,118.2,13.0,9.0,35.4
11.1,36.9,89.3,19.7,7.9,63.1
10.9,25.5,49.9,23.3,7.5,63.1
11.8,20.6,41.0,27.0,7.3,62.2
11.3,21.4,42.7,29.7,7.6,61.3
10.5,22.4,42.1,31.8,7.5,60.5
11.6,19.3,41.5,27.0,7.4,64.7
11.9,21.0,45.0,24.3,7.6,65.1
9.9,26.7,50.4,22.5,7.1,62.2
11.1,36.1,89.1,20.1,7.4,68.5
17.2,39.7,117.1,13.3,8.1,36.9
15.7,39.7,116.5,13.8,8.2,37.0
12.3,36.6,93.9,14.7,7.7,61.5
